BAD;CLAGE;CLNO;DEBTINC;DELINQ;DEROG;JOB;LOAN;MORTDUE;NINQ;REASON;VALUE;YOJ;CPF
0;172,362148;24;36,48909721;0;0;Office;32400;51220;2;DebtCon;106361;3;119.592.291-893
1;88,23333333;38;;0;1;Mgr;32400;103000;2;DebtCon;149500;12;110.294.129-829
0;150,0842871;28;43,14434551;0;0;Mgr;32400;128523;1;DebtCon;179390;13;119.592.291-894
0;129,524283;17;28,85081359;0;0;ProfExe;32500;124548;1;DebtCon;169881;16;110.294.129-830
0;150,7998535;22;40,59278045;0;0;Other;32500;193409;0;DebtCon;297294;30;119.592.291-895
0;249,9549333;26;25,25477175;1;0;ProfExe;32500;232057;2;DebtCon;286938;15;110.294.129-831
0;45,66666667;7;;0;0;Mgr;32600;17918;0;DebtCon;40000;7;119.592.291-896
0;226,1469888;49;40,22218286;1;0;Mgr;32600;233216;2;DebtCon;38583;4;110.294.129-832
0;340,9;20;;0;0;Mgr;32600;79874;0;DebtCon;125000;30;119.592.291-897
0;197,9863148;14;41,52909627;0;0;Other;32700;14955;0;DebtCon;38584;29;110.294.129-833
0;294,4306958;15;40,23707296;;;Other;32700;39796;0;DebtCon;77819;;119.592.291-898
0;126,5177052;23;33,68805656;;;Other;32800;35458;;DebtCon;78116;9;110.294.129-834
0;203,8393047;14;40,65777994;0;0;Other;32800;13781;0;DebtCon;43371;28;119.592.291-899
0;155,5368967;23;38,05331686;0;0;Other;32800;189564;0;DebtCon;296728;27;110.294.129-835
0;113,9365929;24;32,17001962;;;Other;32800;37231;;DebtCon;80347;9;119.592.291-900
0;275,6958052;26;27,87825784;1;0;ProfExe;32900;232792;1;DebtCon;293949;13;110.294.129-836
1;210,0122648;15;1,909225163;3;1;;32900;;10;;55657;1;119.592.291-901
0;181,9098245;24;35,04559626;0;0;Office;32900;49709;2;DebtCon;101222;2;110.294.129-837
0;107,6734382;6;37,18955165;0;0;Other;32900;9200;1;DebtCon;66056;0;119.592.291-902
0;128,7311432;23;34,85797706;;;Other;32900;37265;;DebtCon;76154;7;110.294.129-838
0;94,11896805;5;37,74993373;0;0;Other;33000;18026;0;DebtCon;57436;0;119.592.291-903
0;214,3529578;50;42,51200002;1;0;Mgr;33000;232113;2;DebtCon;46286;3;110.294.129-839
0;164,3009187;24;34,39190747;0;0;Office;33000;54821;1;DebtCon;104724;1;119.592.291-904
1;117,6666667;32;;0;0;Office;33000;153000;4;DebtCon;164000;9;110.294.129-840
0;188,1666667;22;;0;0;ProfExe;33000;138000;1;DebtCon;190000;22;119.592.291-905
0;203,9415861;29;17,42563348;0;0;ProfExe;33000;227543;0;DebtCon;289091;3;110.294.129-841
0;227,6777656;40;42,28170239;0;0;Other;33000;104422;0;DebtCon;152298;15;119.592.291-906
0;205,6506602;49;41,83267428;2;0;Mgr;33100;236847;3;DebtCon;46091;1;110.294.129-842
1;107,2948996;37;41,44154866;0;0;Mgr;33100;111917;2;DebtCon;156552;12;119.592.291-907
0;195,3652599;49;40,41559885;2;0;Mgr;33100;238018;3;DebtCon;44379;3;110.294.129-843
1;120,090143;13;35,01574872;0;2;Mgr;33200;36705;0;DebtCon;78040;19;119.592.291-908
0;138,5666478;22;39,88756232;0;0;Other;33200;195971;0;DebtCon;298682;29;110.294.129-844
0;112,4677853;16;28,51781662;0;0;ProfExe;33200;119049;0;DebtCon;175867;17;119.592.291-909
0;175,3867231;25;34,28625051;0;0;Office;33200;57419;1;DebtCon;103648;4;110.294.129-845
0;56,60389545;7;16,69582859;0;0;Other;33200;23858;0;DebtCon;40268;0;119.592.291-910
0;177,247554;22;38,98121028;0;0;ProfExe;33200;140690;0;DebtCon;195001;21;110.294.129-846
0;42,43527965;7;36,66861708;0;0;Mgr;33300;19675;0;DebtCon;47894;6;119.592.291-911
1;240,4333333;26;;7;0;Self;33400;59000;3;HomeImp;85000;2;110.294.129-847
0;198,8970467;14;42,55636282;0;0;Other;33400;20921;0;DebtCon;37363;28;119.592.291-912
0;131,044986;24;32,02105145;;;Other;33400;37262;;DebtCon;76717;9;110.294.129-848
0;62,12090961;35;25,46161407;0;0;Mgr;33500;73761;0;DebtCon;117729;11;119.592.291-913
1;142;14;;0;4;Mgr;33500;54079;0;HomeImp;66261;15;110.294.129-849
0;38,69922722;6;34,22224671;0;0;Mgr;33500;18934;0;DebtCon;42328;5;119.592.291-914
0;107,9971112;23;33,96233051;;;Other;33500;37843;;DebtCon;80771;10;110.294.129-850
0;201,6122988;50;41,64479426;2;0;Mgr;33500;240157;2;DebtCon;42013;3;119.592.291-915
0;161,8332356;25;36,89609946;0;0;Office;33500;49292;1;DebtCon;104421;1;110.294.129-851
0;46,76290645;6;34,98037124;0;0;Mgr;33500;18804;0;DebtCon;43982;7;119.592.291-916
0;342,4680597;20;40,89238843;0;0;Mgr;33600;87451;0;DebtCon;131949;30;110.294.129-852
0;78,32776771;35;25,01202037;0;0;Mgr;33600;79877;1;DebtCon;118554;9;119.592.291-917
0;218,9936962;30;14,07235376;0;0;ProfExe;33600;233630;0;DebtCon;284049;4;110.294.129-853
0;68,48269459;34;25,96045509;0;0;Mgr;33700;73877;0;DebtCon;124834;10;119.592.291-918
0;200,8607367;22;36,50527114;0;0;ProfExe;33700;142468;1;DebtCon;195770;22;110.294.129-854
0;184,134954;15;42,48237422;0;0;Other;33700;12512;0;DebtCon;42634;28;119.592.291-919
0;59,04270368;6;16,49508064;0;0;Other;33700;28956;0;DebtCon;45640;0;110.294.129-855
0;178,4111833;28;42,45764485;0;0;Mgr;33700;132617;1;DebtCon;172152;15;119.592.291-920
0;188,1493561;21;37,30853626;0;0;ProfExe;33700;147522;1;DebtCon;198737;20;110.294.129-856
0;334,5812066;19;39,09556626;0;0;Mgr;33700;83471;0;DebtCon;133221;29;119.592.291-921
0;48,71005321;7;36,42433271;0;0;Mgr;33700;26395;0;DebtCon;48905;6;110.294.129-857
0;302,7271504;16;41,82215987;;;Other;33700;36851;0;DebtCon;78893;;119.592.291-922
0;198,4511737;14;42,51197505;0;0;Other;33800;15648;0;DebtCon;43726;29;110.294.129-858
0;166,6247382;27;42,31889922;0;1;Mgr;33900;128884;1;DebtCon;172094;12;119.592.291-923
0;111,980657;5;37,4669773;0;0;Other;33900;13154;1;DebtCon;62208;1;110.294.129-859
0;213,2096514;50;42,5578291;2;0;Mgr;33900;232317;3;DebtCon;38412;2;119.592.291-924
0;222,8746479;30;16,6894908;0;0;ProfExe;33900;231455;0;DebtCon;290039;4;110.294.129-860
0;112,3149971;17;28,99431237;0;0;ProfExe;34000;121625;0;DebtCon;169369;15;119.592.291-925
0;219,6589319;29;15,73593489;0;0;ProfExe;34000;232312;0;DebtCon;286305;4;110.294.129-861
0;173,4941319;24;36,91389765;0;0;Office;34000;57025;2;DebtCon;103563;3;119.592.291-926
0;171,9632916;22;37,68589208;0;0;ProfExe;34100;139035;1;DebtCon;198788;23;110.294.129-862
0;196,5542212;50;42,04270618;2;0;Mgr;34100;241545;3;DebtCon;42189;1;119.592.291-927
0;185,0054347;22;38,8960395;0;0;ProfExe;34100;138523;1;DebtCon;196555;21;110.294.129-863
0;196,0088316;50;42,45858179;2;0;Mgr;34100;241931;3;DebtCon;36486;1;119.592.291-928
0;131,5424382;16;27,14989852;0;0;ProfExe;34200;119575;1;DebtCon;175235;16;110.294.129-864
0;63,93333333;36;;0;0;Other;34300;89000;1;DebtCon;137000;12;119.592.291-929
0;195,555801;21;37,94959341;0;0;ProfExe;34300;146171;1;DebtCon;196270;19;110.294.129-865
0;134,7340235;17;28,81751546;0;0;ProfExe;34300;118911;0;DebtCon;168901;16;119.592.291-930
0;67,83204166;36;40,40270584;0;0;Other;34400;97971;1;DebtCon;145124;13;110.294.129-866
1;107,7099227;32;58,8269296;0;0;Office;34400;155536;4;DebtCon;169503;10;119.592.291-931
0;250,6333333;14;;0;0;Other;34500;109000;3;DebtCon;159500;;110.294.129-867
1;182,0684611;21;32,71020486;0;0;Mgr;34600;169960;2;DebtCon;224716;2;119.592.291-932
0;45,92716617;7;35,13109271;0;0;Mgr;34600;27851;0;DebtCon;42623;6;110.294.129-868
0;174,6353487;22;37,44738401;0;0;ProfExe;34600;143542;1;DebtCon;195327;23;119.592.291-933
0;327,4923598;19;41,21264082;0;0;Mgr;34700;81688;0;DebtCon;131993;27;110.294.129-869
0;244,09767;14;36,13117578;0;0;Other;34800;115191;4;DebtCon;165667;;119.592.291-934
1;208;34;;1;0;Office;34800;121399;2;DebtCon;164000;11;110.294.129-870
0;198,1233342;21;35,57723925;0;0;ProfExe;34800;138680;0;DebtCon;190729;21;119.592.291-935
0;182,6647721;22;36,95591736;0;0;ProfExe;34800;139519;0;DebtCon;195663;22;110.294.129-871
0;110,9431095;17;30,69930302;0;0;ProfExe;34900;121550;1;DebtCon;174507;17;119.592.291-936
0;220,6025351;50;41,85741593;1;0;Mgr;34900;236340;4;DebtCon;37598;2;110.294.129-872
0;210,5018174;50;42,96751163;1;0;Mgr;35000;240994;3;DebtCon;39401;3;119.592.291-937
0;212,0154058;49;40,13181545;1;0;Mgr;35000;239058;3;DebtCon;40848;4;110.294.129-873
1;160,2666667;25;;0;0;ProfExe;35000;227000;1;HomeImp;316000;3;119.592.291-938
0;;0;;0;0;Other;35000;31000;7;DebtCon;50000;;110.294.129-874
0;246,5666667;32;;0;0;ProfExe;35000;197906;0;DebtCon;265000;4;119.592.291-939
1;192,7666667;22;;0;0;ProfExe;35000;391000;0;DebtCon;505000;4,5;110.294.129-875
0;;0;34,70302378;0;0;Other;35100;33844;6;DebtCon;55100;;119.592.291-940
0;333,0463123;20;39,29472094;0;0;Mgr;35100;88197;0;DebtCon;132776;30;110.294.129-876
0;183,3734523;49;40,7798487;1;0;Mgr;35200;239513;2;DebtCon;37076;0;119.592.291-941
0;216,6666372;50;40,41005141;1;0;Mgr;35200;234682;2;DebtCon;37079;2;110.294.129-877
0;210,1890052;49;41,33662673;1;0;Mgr;35200;239987;3;DebtCon;43028;2;119.592.291-942
0;355,8060308;20;41,88307125;0;0;Mgr;35300;83439;0;DebtCon;134691;30;110.294.129-878
0;62,80681071;35;40,22961403;0;0;Other;35400;90295;0;DebtCon;139602;12;119.592.291-943
0;191,8661175;22;35,64744257;0;0;ProfExe;35500;142713;1;DebtCon;196335;21;110.294.129-879
0;252,3710369;14;34,62775217;0;0;Other;35600;116080;3;DebtCon;163905;;119.592.291-944
0;45,14448683;6;36,06282742;0;0;Mgr;35600;20552;0;DebtCon;46697;7;110.294.129-880
0;;0;34,44309217;0;0;Other;35600;31807;7;DebtCon;51823;;119.592.291-945
0;206,6470786;49;41,27663712;1;0;Mgr;35700;238104;3;DebtCon;43026;3;110.294.129-881
0;228,8020074;32;32,68199935;0;0;ProfExe;35800;207312;0;DebtCon;271738;4;119.592.291-946
0;70,02470469;36;41,86164685;0;0;Other;35800;93309;0;DebtCon;137370;12;110.294.129-882
0;243,2954303;31;30,93897745;0;0;ProfExe;36000;204292;0;DebtCon;268436;3;119.592.291-947
0;234,0239751;32;29,69634581;0;0;ProfExe;36000;203680;0;DebtCon;270992;3;110.294.129-883
1;257,7;35;;;;Other;36000;124000;5;DebtCon;176000;21;119.592.291-948
0;179,7192455;21;38,60076499;0;0;ProfExe;36000;145908;0;DebtCon;190303;20;110.294.129-884
0;350,6195273;20;38,66907284;0;0;Mgr;36000;89270;0;DebtCon;127834;30;119.592.291-949
0;64,37879289;36;40,23487119;0;0;Other;36100;94801;1;DebtCon;146627;11;110.294.129-885
0;;0;31,0580187;0;0;Other;36100;36948;7;DebtCon;56236;;119.592.291-950
1;152,2454279;25;21,86293891;0;0;ProfExe;36100;233417;0;HomeImp;324987;4;110.294.129-886
0;;0;31,33214149;0;0;Other;36200;38010;6;DebtCon;59111;;119.592.291-951
0;;0;31,16435391;0;0;Other;36200;36974;7;DebtCon;54452;;110.294.129-887
0;;0;32,01469166;0;0;Other;36200;36661;6;DebtCon;53622;;119.592.291-952
0;;0;32,6245319;0;0;Other;36300;35287;7;DebtCon;56532;;110.294.129-888
0;50,41959435;6;33,41614827;0;0;Mgr;36300;22431;0;DebtCon;42834;6;119.592.291-953
0;56,12733917;6;33,67673955;0;0;Mgr;36300;25867;0;DebtCon;43823;6;110.294.129-889
0;190,8;18;;0;0;ProfExe;36300;26662;2;DebtCon;70000;5;119.592.291-954
0;185,3593721;22;38,35509489;0;0;ProfExe;36300;142395;0;DebtCon;195120;22;110.294.129-890
0;195,5596417;18;23,01985524;0;1;ProfExe;36300;35072;2;DebtCon;74829;4;119.592.291-955
0;250,0032832;13;34,32228507;0;0;Other;36400;118040;2;DebtCon;164592;;110.294.129-891
0;;0;31,53665358;0;0;Other;36400;38263;7;DebtCon;57311;;119.592.291-956
0;349,6943994;19;40,10703136;0;0;Mgr;36400;86853;0;DebtCon;131508;30;110.294.129-892
0;267,920922;31;32,74759312;0;0;ProfExe;36400;204419;0;DebtCon;268745;4;119.592.291-957
0;182,7288948;22;37,40550957;0;0;ProfExe;36500;141200;0;DebtCon;195729;23;110.294.129-893
1;213,0666667;64;;1;0;Self;36500;84978;0;DebtCon;125000;10;119.592.291-958
0;49,74620282;7;36,50100933;0;0;Mgr;36500;18101;0;DebtCon;42320;7;110.294.129-894
0;245,5232549;13;37,0713328;0;0;Other;36500;114350;3;DebtCon;164159;;119.592.291-959
0;351,025752;20;40,17865138;0;0;Mgr;36500;87683;0;DebtCon;131532;32;110.294.129-895
1;197,5166839;21;43,45832742;0;0;ProfExe;36600;397299;0;DebtCon;512650;4;119.592.291-960
0;;0;33,01693102;0;0;Other;36600;32590;6;DebtCon;58157;;110.294.129-896
0;;0;31,17384352;0;0;Other;36800;35447;7;DebtCon;59890;;119.592.291-961
0;240,2328754;13;35,69154269;0;0;Other;36800;109378;3;DebtCon;163684;;110.294.129-897
0;;0;34,98501256;0;0;Other;36800;35077;6;DebtCon;53120;;119.592.291-962
1;214,7311603;33;43,84754372;1;0;Office;36800;125894;1;DebtCon;172184;11;110.294.129-898
1;137,9666667;40;;0;0;ProfExe;36900;111151;0;HomeImp;155000;12;119.592.291-963
0;195,3633838;18;25,59242395;0;0;ProfExe;37000;34085;2;DebtCon;70596;3;110.294.129-899
1;368,7;27;;2;;Sales;37000;93378;1;DebtCon;145000;15;119.592.291-964
0;;0;34,89158459;0;0;Other;37000;36910;7;DebtCon;58338;;110.294.129-900
0;203,7080546;17;22,43213209;0;0;ProfExe;37200;35515;1;DebtCon;76591;6;119.592.291-965
0;238,2114799;32;31,62284354;0;1;ProfExe;37200;205922;0;DebtCon;267238;2;110.294.129-901
0;248,1703603;31;31,85939856;0;0;ProfExe;37200;202627;0;DebtCon;268857;3;119.592.291-966
1;235,6379056;25;114,0505277;6;0;Self;37300;68789;2;HomeImp;86172;2;110.294.129-902
0;63,90167695;35;40,59485173;0;0;Other;37400;96798;1;DebtCon;145550;12;119.592.291-967
0;260,0814842;13;36,39334812;0;0;Other;37500;111248;2;DebtCon;159739;;110.294.129-903
0;181,6333333;25;;0;1;Mgr;37500;127000;0;DebtCon;190900;;119.592.291-968
0;202,1125682;18;25,19652418;0;0;ProfExe;37600;33388;2;DebtCon;71282;4;110.294.129-904
0;145,6333333;31;;0;0;ProfExe;37600;141000;0;HomeImp;200300;5;119.592.291-969
0;148,1372394;31;34,3029739;0;0;ProfExe;37700;141260;0;HomeImp;205493;5;110.294.129-905
0;192,3516702;18;23,87340882;0;0;ProfExe;37700;31687;2;DebtCon;76454;5;119.592.291-970
0;;0;32,77433102;0;0;Other;37700;37200;6;DebtCon;51389;;110.294.129-906
0;;0;34,22618958;0;0;Other;37800;31214;7;DebtCon;58282;;119.592.291-971
0;251,9567829;14;34,88341094;0;0;Other;37800;111412;3;DebtCon;166682;;110.294.129-907
0;249,8265925;32;31,42758245;0;0;ProfExe;37900;201996;0;DebtCon;272874;3;119.592.291-972
0;156,0339279;30;36,31140767;0;0;ProfExe;37900;150044;0;HomeImp;202894;5;110.294.129-908
0;195,8333333;22;;1;0;Mgr;38000;58200;0;DebtCon;108000;16;119.592.291-973
1;134,9;25;;4;0;Office;38000;24447;2;DebtCon;;3;110.294.129-909
1;240,4666667;33;;6;0;Other;38000;106000;0;DebtCon;160000;24;119.592.291-974
1;126,8333333;32;;0;0;ProfExe;38000;290000;6;DebtCon;364000;0,3;110.294.129-910
0;62,85866966;36;41,78849217;0;0;Other;38000;97759;1;DebtCon;139899;11;119.592.291-975
1;212,992728;64;62,80173209;1;0;Self;38000;94083;0;DebtCon;132791;10;110.294.129-911
0;230,3985765;32;31,36973939;0;0;ProfExe;38100;204071;0;DebtCon;270794;3;119.592.291-976
0;180,847815;18;23,82041533;0;0;ProfExe;38100;33446;1;DebtCon;73289;5;110.294.129-912
0;190,6766714;22;40,23960963;0;0;Mgr;38100;67559;0;DebtCon;113024;16;119.592.291-977
0;55,10985031;36;41,2954003;0;0;Other;38100;93544;0;DebtCon;142231;11;110.294.129-913
0;197,8654921;24;32,56785691;0;0;Mgr;38200;128081;0;DebtCon;196037;;119.592.291-978
0;148,7331849;31;35,89492543;0;0;ProfExe;38200;147457;0;HomeImp;210065;3;110.294.129-914
0;61,17833505;36;40,32954242;0;0;Other;38200;92227;1;DebtCon;143087;13;119.592.291-979
0;73,65685393;36;41,93949606;0;0;Other;38300;93255;1;DebtCon;144457;10;110.294.129-915
0;191,9755584;17;24,98536247;0;0;ProfExe;38400;31458;2;DebtCon;71821;4;119.592.291-980
0;185,3149451;25;35,05916323;0;1;Mgr;38600;136879;0;DebtCon;191860;;110.294.129-916
0;149,8811289;31;35,58278883;0;0;ProfExe;38600;145590;0;HomeImp;209950;4;119.592.291-981
1;235,3666667;15;;0;0;Other;38700;;1;DebtCon;60000;0;110.294.129-917
0;172,767888;17;25,31284163;0;0;ProfExe;38700;33465;2;DebtCon;71449;6;119.592.291-982
1;149,8027955;39;47,91511242;0;0;ProfExe;38700;119847;0;HomeImp;162365;13;110.294.129-918
1;134,543886;24;;3;0;Office;38800;31976;1;DebtCon;;2;119.592.291-983
1;137,6353734;40;46,70158524;0;0;ProfExe;38900;120006;0;HomeImp;160771;13;110.294.129-919
0;245,8954444;32;29,62236869;0;0;ProfExe;38900;198749;0;DebtCon;270751;4;119.592.291-984
0;;0;33,45924564;0;0;Other;38900;31836;6;DebtCon;54976;;110.294.129-920
0;237,3442966;32;29,2944879;0;0;ProfExe;38900;200731;0;DebtCon;269450;3;119.592.291-985
0;;0;31,2443985;0;0;Other;39000;36335;7;DebtCon;50704;;110.294.129-921
1;181,9624008;21;43,73003185;0;0;ProfExe;39000;399412;0;DebtCon;511164;5;119.592.291-986
1;326,6666667;15;;0;0;ProfExe;39000;3372;6;HomeImp;41500;4,3;110.294.129-922
0;167,6645086;25;31,80559628;0;1;Mgr;39100;128996;0;DebtCon;195061;;119.592.291-987
0;193,6861891;22;38,57899271;1;0;Mgr;39100;68135;0;DebtCon;108723;15;110.294.129-923
1;238,8741292;14;1,028930968;0;0;Other;39300;;1;DebtCon;62158;0;119.592.291-988
0;190,3445745;18;25,05353352;0;0;ProfExe;39300;27324;1;DebtCon;73924;6;110.294.129-924
0;151,2569462;31;35,43199305;0;0;ProfExe;39400;148631;0;HomeImp;207976;6;119.592.291-989
1;77,1;21;;4;3;Mgr;39400;162000;0;DebtCon;235000;10;110.294.129-925
0;197,4524289;17;25,36055735;0;0;ProfExe;39500;30972;2;DebtCon;70545;3;119.592.291-990
1;51,76666667;14;;0;0;Other;39500;;0;DebtCon;50000;7;110.294.129-926
0;176,1238814;24;31,7374782;0;1;Mgr;39500;132485;0;DebtCon;192838;;119.592.291-991
0;198,0997869;21;40,2048745;0;0;Mgr;39500;68117;0;DebtCon;117084;15;110.294.129-927
0;185,1938366;25;33,2179617;0;0;Mgr;39600;134552;0;DebtCon;193455;;119.592.291-992
1;214,0333333;16;;3;0;Other;39600;;1;DebtCon;44000;;110.294.129-928
0;179,0693557;25;32,04113397;0;1;Mgr;39700;134586;0;DebtCon;193219;;119.592.291-993
0;139,4367339;31;35,4591605;0;0;ProfExe;39700;146341;0;HomeImp;208296;5;110.294.129-929
0;203,1399683;22;40,13809045;1;0;Mgr;39700;59360;0;DebtCon;117186;16;119.592.291-994
0;183,7992158;25;35,55248636;0;0;Mgr;39800;129611;0;DebtCon;191175;;110.294.129-930
1;286,3;35;;0;0;Sales;40000;76769;2;DebtCon;129000;30;119.592.291-995
0;178,7809596;24;34,52145025;0;1;Mgr;40000;134029;0;DebtCon;191990;;110.294.129-931
0;311,4333333;19;;0;0;Office;40000;5118;0;HomeImp;62000;;119.592.291-996
0;313,4666667;15;;0;0;ProfExe;40000;362000;4;HomeImp;465000;3;110.294.129-932
1;158,2;28;;4;0;Self;40000;147224;3;DebtCon;225000;2;119.592.291-997
1;159,3;39;;8;1;Other;40000;53543;2;DebtCon;;3,5;110.294.129-933
1;304,3666667;21;;1;7;Mgr;40000;4742;6;DebtCon;;5;119.592.291-998
1;314,5;52;;1;0;Other;40000;120000;6;DebtCon;159000;0;110.294.129-934
1;6,133333333;3;;0;0;Self;40000;159000;8;HomeImp;225000;5;119.592.291-999
1;186,6666667;24;;0;0;Other;40000;;1;HomeImp;850000;17;110.294.129-935
1;242,4666667;34;;0;0;ProfExe;40000;331000;8;DebtCon;415000;22;119.592.291-1000
0;153,8265438;31;36,09992698;0;0;ProfExe;40000;145351;0;HomeImp;208657;3;110.294.129-936
0;178,7673935;25;33,19931059;0;0;Mgr;40100;129625;0;DebtCon;197722;;119.592.291-1001
0;183,5200567;22;39,38915656;1;0;Mgr;40100;58784;0;DebtCon;115430;17;110.294.129-937
0;328,1988938;15;40,79992141;0;0;ProfExe;40300;369874;4;HomeImp;467112;2;119.592.291-1002
0;184,5375891;18;24,37448111;0;0;ProfExe;40300;33299;1;DebtCon;73380;4;110.294.129-938
0;198,4484187;21;39,55593621;0;0;Mgr;40400;63131;0;DebtCon;109395;14;119.592.291-1003
1;210,6;36;;13;;Office;40400;83786;3;DebtCon;131000;34;110.294.129-939
0;150,8043968;31;37,30801307;0;0;ProfExe;40400;145423;0;HomeImp;203712;5;119.592.291-1004
0;188,1404168;22;38,08532813;0;0;Mgr;40500;66895;0;DebtCon;113770;14;110.294.129-940
0;143,1288344;30;35,3375454;0;0;ProfExe;40500;145127;0;HomeImp;205613;5;119.592.291-1005
0;305,8124192;14;42,93033947;0;0;ProfExe;40600;362909;4;HomeImp;466731;4;110.294.129-941
0;313,6709263;19;15,62993741;0;0;Office;40600;15024;0;HomeImp;65109;;119.592.291-1006
0;206,9666667;31;;0;0;Other;40600;14534;1;DebtCon;60000;20;110.294.129-942
0;152,1022715;31;36,90999415;0;0;ProfExe;40700;150283;0;HomeImp;208676;5;119.592.291-1007
0;298,6485317;19;16,5302805;0;1;Office;40700;11541;0;HomeImp;64714;;110.294.129-943
0;316,6044418;14;41,72389922;0;0;ProfExe;40700;371003;3;HomeImp;467818;1;119.592.291-1008
0;186,5429439;25;35,40002128;0;1;Mgr;40800;127034;0;DebtCon;198587;;110.294.129-944
0;305,7860989;18;12,93568769;0;0;Office;40800;12064;0;HomeImp;66193;;119.592.291-1009
0;211,6988199;31;39,92258688;0;0;Other;40900;18760;1;DebtCon;69373;19;110.294.129-945
0;318,0554593;18;15,07801115;0;0;Office;40900;14719;0;HomeImp;69488;;119.592.291-1010
1;230,2666667;25;;0;1;ProfExe;40900;217000;2;DebtCon;290000;30;110.294.129-946
0;156,783069;30;34,41651981;0;0;ProfExe;40900;149281;0;HomeImp;202877;4;119.592.291-1011
0;201,7363729;21;40,45600987;0;0;Mgr;40900;64674;0;DebtCon;111877;15;110.294.129-947
0;197,4320691;25;32,51476871;0;1;Mgr;41100;129281;0;DebtCon;194500;;119.592.291-1012
0;220,1333333;31;;1;;Other;41100;94600;4;DebtCon;151000;15;110.294.129-948
0;210,2039695;22;40,4395557;0;0;Mgr;41100;59463;0;DebtCon;112626;16;119.592.291-1013
1;203,8;38;;1;1;Other;41200;48400;2;DebtCon;99500;3;110.294.129-949
0;213,4828743;30;40,90847995;1;;Other;41200;99653;3;DebtCon;157923;14;119.592.291-1014
0;144,6224183;31;36,77626356;0;0;ProfExe;41200;141705;0;HomeImp;207314;6;110.294.129-950
1;222,2;23;;0;0;ProfExe;41300;42000;0;DebtCon;98000;12;119.592.291-1015
0;292,135985;15;40,77205849;0;0;ProfExe;41400;362578;4;HomeImp;471827;1;110.294.129-951
0;112,7960317;20;;;6;Other;41400;;;DebtCon;46000;;119.592.291-1016
0;212,7744345;31;42,30190724;1;;Other;41500;97536;3;DebtCon;158739;13;110.294.129-952
0;113,7989068;20;29,04125341;;5;Other;41600;;;DebtCon;48319;;119.592.291-1017
0;108,8701167;20;26,98944023;;6;Other;41600;;;DebtCon;53078;;110.294.129-953
0;304,9828841;15;43,36362433;0;0;ProfExe;41600;365528;3;HomeImp;469694;3;119.592.291-1018
1;202,1515459;15;34,90863172;2;0;Other;41600;;0;DebtCon;44157;;110.294.129-954
0;187,1328108;22;36,96881444;0;0;Mgr;41700;59889;0;DebtCon;109250;16;119.592.291-1019
0;325,2841932;19;16,10143414;0;0;Office;41700;12375;0;HomeImp;71029;;110.294.129-955
1;180,6088782;23;42,07164538;0;0;Other;41700;;0;HomeImp;854112;16;119.592.291-1020
1;189,0993782;23;43,25877898;0;0;Other;41700;;1;HomeImp;854114;18;110.294.129-956
1;157,6682359;28;;4;0;Self;41800;147416;3;DebtCon;227168;2;119.592.291-1021
0;317,924784;18;14,85334107;0;0;Office;41800;5143;0;HomeImp;67205;;110.294.129-957
0;327,7437552;14;43,80929207;0;0;ProfExe;41800;363737;4;HomeImp;469748;4;119.592.291-1022
1;326,0679857;15;12,38674131;0;0;ProfExe;42000;9999;5;HomeImp;50681;3;110.294.129-958
0;209,8976942;30;39,94638535;0;0;Other;42000;21314;1;DebtCon;68047;21;119.592.291-1023
1;311,4333333;15;;1;2;ProfExe;42000;140000;1;DebtCon;;25;110.294.129-959
1;102,5;13;;0;0;Other;42000;65889;1;HomeImp;125000;10;119.592.291-1024
1;237,3666667;19;;1;1;Office;42000;102000;0;DebtCon;165000;12;110.294.129-960
0;201,4302702;30;43,19519357;0;0;Other;42100;17852;1;DebtCon;65877;18;119.592.291-1025
0;194,3463245;31;43,20591058;0;0;Other;42100;21137;1;DebtCon;65676;21;110.294.129-961
0;115,8781891;20;28,23841231;;6;Other;42200;;;DebtCon;55578;;119.592.291-1026
0;208,5229244;30;39,75171656;0;0;Other;42200;21393;0;DebtCon;68111;19;110.294.129-962
0;183,4818117;30;39,86473881;0;0;Other;42200;21427;1;DebtCon;61457;19;119.592.291-1027
0;310,0515235;14;42,60364087;0;0;ProfExe;42300;367089;4;HomeImp;469771;3;110.294.129-963
0;205,5336428;31;43,22866458;0;0;Other;42300;22434;1;DebtCon;65893;18;119.592.291-1028
1;237,5898022;25;44,47109903;0;0;ProfExe;42400;220757;1;DebtCon;297444;30;110.294.129-964
0;318,2554619;18;15,65288079;0;0;Office;42500;9898;0;HomeImp;65778;;119.592.291-1029
0;224,6013756;31;42,68375126;0;;Other;42500;104027;3;DebtCon;158425;14;110.294.129-965
0;310,3983225;19;15,24961301;0;0;Office;42600;13284;0;HomeImp;64273;;119.592.291-1030
0;183,4333333;5;;0;0;Self;42600;114000;0;DebtCon;174000;12;110.294.129-966
0;204,2036332;30;41,15627594;0;0;Other;42600;22446;0;DebtCon;66485;17;119.592.291-1031
0;305,7031533;19;12,84600617;0;0;Office;42700;9330;0;HomeImp;67950;;110.294.129-967
0;321,7808575;19;16,54506284;0;0;Office;42800;7382;0;HomeImp;71331;;119.592.291-1032
1;333,9133736;15;13,41782225;0;0;ProfExe;42800;9133;5;HomeImp;44083;5;110.294.129-968
